Nome,Estrelas,Texto,Data
Eka Perdana Saputra,undefined undefined undefined undefined,Good,22 November 2019 22 November 2019
akila anjani,undefined undefined undefined undefined undefined,Mantap dh untuk yang pasangan swmi istri nyman poko na. Mah,22 November 2019 22 November 2019
Joko Ngko,undefined undefined undefined,Bagus,22 November 2019 22 November 2019
Kelana Nurhidayat,undefined undefined undefined undefined undefined,🙏🤗🤗,22 November 2019 22 November 2019
Adytia Naufal,undefined undefined undefined undefined undefined,Aplikasi terpercaya,22 November 2019 22 November 2019
Abdus Salam,undefined undefined undefined undefined undefined,Aplikasi nya bagus,22 November 2019 22 November 2019
Lamongan 123,undefined undefined undefined undefined undefined,Mantap,22 November 2019 22 November 2019
Murtining Achsan,undefined undefined undefined undefined undefined,Belum pernah nyoba diskonnya Banyak diskon Tapi gak pernah bisa kupakai....,22 November 2019 22 November 2019
Abdul razak Razak,undefined undefined undefined undefined undefined,Ketapang ke jakarta,22 November 2019 22 November 2019
olsa yohananta,undefined undefined undefined undefined undefined,Bintang 5 biar seneng kalik aja dapet diskon,22 November 2019 22 November 2019
eka syakban,undefined undefined undefined undefined undefined,Nyaman dan bersih...,22 November 2019 22 November 2019
Ruddy The,undefined undefined undefined undefined undefined,Pelayanan pemesanan ticket baik,22 November 2019 22 November 2019
Loho Loho,undefined undefined undefined undefined undefined,Oke,22 November 2019 22 November 2019
Muji B.,undefined undefined undefined undefined undefined,Mudah & menyenangkan,22 November 2019 22 November 2019
#BangBS Boby Satya,undefined undefined undefined undefined undefined,Alhamdulillaah simple dan praktis untuk dapatkan hotel yang nyaman dan harga ga terlalu mahal di Mataram... Dapat diskon lagi dari Voucher saat di Race Expo Borobudur Marathon 2019,22 November 2019 22 November 2019
helmi naseer,undefined undefined undefined undefined undefined,Best,22 November 2019 22 November 2019
zakia netra,undefined undefined undefined undefined,3 kali pesan d airy puas terus.. Semoga lebih baik lagi.. Banyakin promo dan metode pembayaran ya..,22 November 2019 22 November 2019
Paidi Trip,undefined undefined undefined undefined undefined,Oke bosss,22 November 2019 22 November 2019
Girdo Napitupulu,undefined undefined undefined undefined undefined,tiket lebih murah dibanding yg lain,21 November 2019 21 November 2019
Haiyan Aysaran,undefined undefined undefined undefined undefined,Hematttt,21-Nov-19
Vopin Suhendro,undefined undefined undefined undefined undefined,Mantap,21-Nov-19
Aldy Kevin,undefined undefined undefined undefined undefined,Bagus banyak promo,21 November 2019 21 November 2019
Vautya Jelek,undefined undefined undefined undefined undefined,Memudah kan saya untuk mencari hotel yg syariah,21 November 2019 21 November 2019
Rafi Yuda,undefined undefined undefined undefined undefined,"fasilitas sangat sesuai, baguss",21 November 2019 21 November 2019
Arie Apriyanto,undefined undefined undefined undefined undefined,Buat yg lg treveler cukup membantu bngett,21 November 2019 21 November 2019
Vina Aprilia,undefined undefined undefined undefined undefined,Mantab bgt bantuan airy,21 November 2019 21 November 2019
rony sendang,undefined undefined undefined undefined undefined,Ok,21 November 2019 21 November 2019
Suherli Nmax,undefined undefined undefined undefined undefined,👍👍👍👍,21 November 2019 21 November 2019
Budiarto 3d,undefined undefined undefined undefined undefined,cepet booking nya,21 November 2019 21 November 2019
Dunia Kartun,undefined undefined undefined undefined undefined,Bagus,21 November 2019 21 November 2019
Asep Mulyana,undefined undefined undefined undefined undefined,Faster support,21 November 2019 21 November 2019
Bolang toraja,undefined,"Pelayanan Sangat tidak menyenangkan, Terlalu berbelit ke enakan mau ambil uang org gt aja dpt kamar aja gk uang aku malah di ambil dgn banyaknya alasan",20 November 2019 20 November 2019
Ikhwan,undefined undefined undefined undefined undefined,Mantap,20 November 2019 20 November 2019
Jho Jho,undefined undefined undefined undefined,Bagus nyaman tp kurang promonya,20 November 2019 20 November 2019
Stalker WP,undefined undefined undefined undefined undefined,M M M,20 November 2019 20 November 2019
Enjie As,undefined undefined undefined undefined undefined,Bagus dan membantu,20 November 2019 20 November 2019
Yuni Anggraeni,undefined undefined undefined undefined,Semoga pada murah diskon nya,20 November 2019 20 November 2019
Nathania Elexa,undefined undefined undefined undefined undefined,👌,20 November 2019 20 November 2019
Nur Aini,undefined undefined undefined undefined undefined,Good,20 November 2019 20 November 2019
Anik Ruliana99,undefined,Pengembalian nya gmna ini kok gak ad kejelasan ..... Aplikasi penipuan.,20 November 2019 20 November 2019
Rangga Samudra,undefined undefined undefined undefined undefined,Bagus,20 November 2019 20 November 2019
Joseph Jauhari,undefined undefined undefined undefined undefined,"Sangat membantu, tarif merakyat, fasilitas baik, terima kasih",20-Nov-19
Ade Fitriyadi,undefined undefined undefined undefined undefined,"Sangat membantu dlm pencarian hotel yg sesuai bajet, tolong ditambah lagi untuk wilayah banjarmasin",20 November 2019 20 November 2019
dhani dahlan,undefined undefined undefined undefined undefined,Good,20 November 2019 20 November 2019
Kencana Bayu Aji,undefined undefined undefined undefined undefined,Good,20 November 2019 20 November 2019
Hendri Gnwn,undefined undefined undefined undefined undefined,Mantab x bah,20 November 2019 20 November 2019
Dia Faroka,undefined undefined undefined undefined undefined,Mantap bangeeet,19 November 2019 19 November 2019
Murawi Soeparman,undefined undefined undefined undefined undefined,Bagus,19 November 2019 19 November 2019
Abu Bakar,undefined undefined undefined undefined undefined,"Bagus ,,semoga semakin meningkat",19 November 2019 19 November 2019
Ahmad Muthoharul Zanan,undefined undefined undefined undefined undefined,Lebih murah,19 November 2019 19 November 2019
naga cukk trulala,undefined undefined undefined undefined undefined,"Tarif Terjangkau, Pelayanan Baik",19 November 2019 19 November 2019
Nyoman Justika,undefined undefined undefined undefined undefined,Pelayanan dan kebersihan cukup memuaskan.... Barang saya sempat terlupa ketinggalan dan Alhamdulillah segera diamankan oleh petugasnya.... terima kasih,19 November 2019 19 November 2019
Adi Nugraha,undefined undefined undefined undefined undefined,Mantap,19 November 2019 19 November 2019
Suyati atiee,undefined undefined undefined undefined,"Selama menginap ok si kamar bersih cuma ac nya gadingin, ac rasa kipas angin",19 November 2019 19 November 2019
Adnin ST,undefined undefined undefined undefined undefined,OK,19 November 2019 19 November 2019
Luhkan Belu,undefined undefined undefined undefined undefined,Mudah digunakan dan sangat membantu,19 November 2019 19 November 2019
Rafsan Mapalaumi,undefined undefined undefined undefined undefined,Luar biasa,19 November 2019 19 November 2019
Sugi Man,undefined undefined undefined undefined undefined,Bagus,19 November 2019 19 November 2019
Muhammad Safi'i,undefined undefined undefined undefined undefined,mantap lali,18 November 2019 18 November 2019
Muhammad nur alfajrin,undefined undefined undefined undefined undefined,keren aplikasinya,18 November 2019 18 November 2019
poerboy,undefined undefined undefined undefined,Baru pakai sekali mudah2an amanah..,18 November 2019 18 November 2019
Erik Tambunan,undefined undefined undefined undefined undefined,Mantapssss,18 November 2019 18 November 2019
Agus Mulyono Sag,undefined undefined undefined undefined,Mantab,18 November 2019 18 November 2019
Aris Priyo Kurniawan,undefined undefined undefined undefined,Siip...,18 November 2019 18 November 2019
Mulyadi Hendra,undefined undefined undefined undefined undefined,Oke bnget,18 November 2019 18 November 2019
indra dodi,undefined undefined undefined undefined undefined,memuaskan,18 November 2019 18 November 2019
Muhammad Nasrulah,undefined undefined undefined undefined undefined,Mnteb dah,18 November 2019 18 November 2019
Hik Mana,undefined undefined undefined undefined undefined,Gud...,18 November 2019 18 November 2019
notaris niken,undefined undefined undefined undefined undefined,Murah,18 November 2019 18 November 2019
Lisa Ozzora,undefined undefined undefined undefined undefined,Good,18 November 2019 18 November 2019
Muh Ilyas,undefined undefined undefined undefined undefined,"Sangat Memudahkan, dan tidak mahal",18 November 2019 18 November 2019
Riski Ramadan,undefined undefined undefined undefined undefined,Gak roh,17 November 2019 17 November 2019
Irma Kd,undefined undefined undefined undefined,Sy senang dg Airy sngt mbantu dlm setiap sy berkunjung k Bandung untuk melihat ank yg sdg menuntut ilmu di Bandung. Dg hrg yg terjangkau dg fasilitas dan pelyanan yg memuaskn. Terima ksh Airy,17 November 2019 17 November 2019
Maria Santi,undefined undefined undefined undefined undefined,Bagus,17 November 2019 17 November 2019
arkis pantri,undefined undefined undefined undefined undefined,Good,17 November 2019 17 November 2019
NYOMAN GATOT SUPARMAN,undefined undefined undefined undefined undefined,"Simple, praktis dan smart",17 November 2019 17 November 2019
Hidayat Tullah,undefined undefined undefined undefined undefined,Nikmatin saja Deh Selagi Murah,17 November 2019 17 November 2019
Ayu Wandira,undefined undefined undefined undefined undefined,Kereeennnnnn,17 November 2019 17 November 2019
shelfian dumas primadi Primadi,undefined undefined undefined undefined undefined,Antara gambar dan realita nggak sesuai..,17-Nov-19
Muhammad Dandi Julian,undefined undefined undefined undefined undefined,asik,17 November 2019 17 November 2019
wahyu praptomo,undefined undefined undefined undefined,Simple & cepat bertransaksi.,17 November 2019 17 November 2019
Faristia Miu,undefined,"Baru pertama kali nginep di airy (airy fatmawati) lokasi susah dtemukan krna nyampur dgn resto seafood plang tdk terlihat, pas check in kunci kmar habis (aneh) kamarnya kecil bgt, remote tv ga ada,handuk ga ada perlengkapan mandi ga ada, air mineral ga ada,lemari berdebu, lemari gantung ga ada hange...Ulasan LengkapBaru pertama kali nginep di airy (airy fatmawati) lokasi susah dtemukan krna nyampur dgn resto seafood plang tdk terlihat, pas check in kunci kmar habis (aneh) kamarnya kecil bgt, remote tv ga ada,handuk ga ada perlengkapan mandi ga ada, air mineral ga ada,lemari berdebu, lemari gantung ga ada hanger ny, tmpat smpah ga ada,lengkap menyesal nya booking di airy dgn harga sgtu penginapan sejenis airy (rival) bisa menawarkan kenyamanan yg baik.. bukan pilihan yg baik memilih airy !!!",17 November 2019 17 November 2019
viktor saputro,undefined undefined undefined undefined undefined,Pengalaman seru d airy room pokoknya joss dah berasa klas mewah,17 November 2019 17 November 2019
Irma Nala,undefined undefined undefined undefined undefined,Oke jossss,17 November 2019 17 November 2019
Agil Dudud,undefined undefined undefined undefined undefined,bagus,17 November 2019 17 November 2019
resky puspita sari,undefined undefined undefined,"Kamarnya kecil, difoto keliatan besar.. sepraynya sudah menguning.. dikamar tidak ada arah kiblat..",16 November 2019 16 November 2019
Sri Lestari,undefined,iklannya sangat mengganggu... lg online tiba2 muncul iklan dgn durasi lama n ga bs distop 😠😠,16 November 2019 16 November 2019
Dolenk Bae,undefined undefined undefined undefined undefined,Airy_Is the best,16 November 2019 16 November 2019
Jan Mazmur Sinaga,undefined undefined undefined undefined undefined,Mantap,16 November 2019 16 November 2019
arif alfianto,undefined undefined undefined undefined undefined,Ok,16 November 2019 16 November 2019
Nasir Ulva,undefined undefined undefined undefined undefined,good,16 November 2019 16 November 2019
Rofi Febri Rusbianto,undefined undefined undefined undefined undefined,Good,16 November 2019 16 November 2019
Bintun Bintun,undefined,"Kebijakannya tidak masuk di akal, kamar tidak sesuai tidak bisa d refund, alasan harus Dr pihak properti, Dr properti bilang refund k customer service... Di Lempar Sana sini... Kamar belum di tempatin kok d persulit bgt. Ternyata mending pakai aplikasi lain untuk penginapan. Saya saran kn jgn pakai ...Ulasan LengkapKebijakannya tidak masuk di akal, kamar tidak sesuai tidak bisa d refund, alasan harus Dr pihak properti, Dr properti bilang refund k customer service... Di Lempar Sana sini... Kamar belum di tempatin kok d persulit bgt. Ternyata mending pakai aplikasi lain untuk penginapan. Saya saran kn jgn pakai airy.",16 November 2019 16 November 2019
Aken Sunarko,undefined undefined undefined undefined undefined,Makasih airy udah nyediain kamar bagus harga ramah di kantong...😂😂👌👌,16 November 2019 16 November 2019
Saputra Aditiya,undefined undefined undefined undefined undefined,Mantab,16 November 2019 16 November 2019
Tamsin Budi,undefined undefined undefined undefined,Mudah,16 November 2019 16 November 2019
arsya mutia,undefined,Mengecewakan sekali aplikasinya tiba2 keluar dan ketika mau login susah,16 November 2019 16 November 2019
Ridwan,undefined undefined undefined undefined,ko ga bisa bayar pake linkAja min,16 November 2019 16 November 2019
Irfan Junaedi,undefined undefined undefined undefined undefined,Mudah dan cepat,16 November 2019 16 November 2019
Tri Okta Rizki,undefined undefined undefined undefined undefined,Sangat Membantu,16 November 2019 16 November 2019
rozalina adam,undefined undefined undefined undefined undefined,Sangat membantu,16 November 2019 16 November 2019
eri prabowo,undefined undefined undefined undefined undefined,Bagusss,16 November 2019 16 November 2019
golip 27,undefined undefined undefined undefined undefined,Mantaappp buat pelayanannya di airy Jelambar hadiah utama,16 November 2019 16 November 2019
WAHYU YUDI,undefined undefined undefined undefined,Saya dan istri dengan anak 3 di bawah 8 th pesan satu kamar boleh,16 November 2019 16 November 2019
arzyo maryo,undefined undefined undefined undefined undefined,bagusss,16 November 2019 16 November 2019
marpaung do,undefined undefined undefined undefined undefined,memuaskan,15 November 2019 16 November 2019
Had Hady,undefined undefined undefined undefined undefined,Oke lah,15 November 2019 15 November 2019
Anny Rian,undefined undefined undefined undefined undefined,Is ok good,15 November 2019 15 November 2019
susi marlina,undefined undefined undefined undefined,"Mudah di cari, hanya ada tambahan biaya parkir",15 November 2019 15 November 2019
Kidung Langit,undefined undefined undefined undefined undefined,Cukup mudah di oprasikan Dan g ribet,15 November 2019 15 November 2019
Inuraebe 14,undefined undefined undefined undefined,Mantap buat pesen hotel dan tiket pesawat,15 November 2019 15 November 2019
Mhd Sayed,undefined undefined undefined undefined,Memuaskan,15 November 2019 15 November 2019
Winda Asriningrini,undefined undefined undefined undefined undefined,"Bantuan livechat nya respon cepat,dan mdh di mengerti instruksi2nya. Tq",15 November 2019 15 November 2019
Malik Maulana,undefined undefined undefined undefined undefined,Proses cepat transaksi gampang,15 November 2019 15 November 2019
Ayu Arum Sari,undefined undefined undefined undefined undefined,"Cs baik, booking gampang, klo ada trouble lngsung d hub cs🤗",15 November 2019 15 November 2019
KLINIK ASY SYIFA ACEH,undefined undefined undefined undefined undefined,"Airy medan sunggal sepakat 19 Krennn. Tp sebagian air yg lain, kamar mandinya tidak steril dan bau",15 November 2019 15 November 2019
Sumarlan Rahayu,undefined undefined undefined undefined undefined,pas di kota Malang.... hotelnya lumayan baguuuusss. puas dech. lokasi dekat alun alun Malang .... thanks a lot airy.....,15 November 2019 15 November 2019
Paul Theo,undefined undefined undefined undefined undefined,Aplikasinya ga ribet & metode paymentnya juga gampang banget.. Thanks Airy!,15 November 2019 15 November 2019
irbat rezka,undefined undefined undefined undefined undefined,Good,15 November 2019 15 November 2019
Netha Nanlohy,undefined undefined undefined undefined undefined,Ok banget,15 November 2019 15 November 2019
Bagus Stories,undefined undefined undefined undefined undefined,Tingkat kan lagi pelayananya biar makin best,14 November 2019 14 November 2019
Roni Kusumo,undefined undefined undefined undefined undefined,Asyik,14 November 2019 14 November 2019
Re Naldi,undefined undefined undefined undefined undefined,Mudah penggunaan aplikasinya dan lebih murah daripada aplikasi trav*****,14 November 2019 14 November 2019
Wahyudi Bsourcing,undefined undefined undefined undefined,Nice place with nice budget,14 November 2019 14 November 2019
Robet Galuh,undefined undefined undefined,"Tidak sesuai sama di foto.. kasur banyak kutu nya, kamar mandi kotor bgt + air nya kecil",14 November 2019 14 November 2019
Ary Sandi,undefined undefined undefined undefined undefined,Room'y bagus,14 November 2019 14 November 2019
TANU WIKODHIONO,undefined undefined undefined undefined undefined,Baik,14 November 2019 14 November 2019
Lelaki Ulle,undefined undefined undefined undefined undefined,Sukses sllu airy,14 November 2019 14 November 2019
Suparno Suparno,undefined undefined undefined undefined undefined,Ok,14 November 2019 14 November 2019
Bang Golan,undefined undefined undefined undefined undefined,Mantap,14 November 2019 14 November 2019
Yulis Eps,undefined undefined undefined undefined undefined,Sangat baik dan membantu... Semoga banyak bonus dan discount,14 November 2019 14 November 2019
fey fey D,undefined undefined undefined undefined undefined,Harga bersahabat,14 November 2019 14 November 2019
mutiara anisa,undefined undefined undefined undefined undefined,mantapppp,14 November 2019 14 November 2019
Indri Kusumawati,undefined undefined undefined undefined undefined,Nice,14 November 2019 14 November 2019
Elsa okta,undefined undefined undefined undefined undefined,Sangat membantu saat liburan dan promonya mantap,14 November 2019 14 November 2019
Dedi Rizaldi,undefined undefined undefined undefined undefined,Good price,14 November 2019 14 November 2019
suratno ratno,undefined undefined undefined undefined undefined,Oke,13 November 2019 13 November 2019
Mita 163,undefined undefined undefined undefined undefined,Sangat banyak membantu masih + promo diskon lumayan banget lahh buat kantong mahasiswa 💯,13 November 2019 13 November 2019
FITRI ARSONO,undefined undefined undefined undefined undefined,ok,13 November 2019 13 November 2019
sundari muchtar,undefined undefined undefined undefined undefined,Sangat membantu..makasih airy,13 November 2019 13 November 2019
Endah Zahrani,undefined undefined undefined undefined undefined,Mantap,13 November 2019 13 November 2019
dyah wangkahwasih,undefined undefined undefined undefined undefined,Mantap tenan... layanan cepat,13 November 2019 13 November 2019
Tarot Sekar Ayunda,undefined undefined undefined undefined undefined,Banyak promo joss,13 November 2019 13 November 2019
enjlin simatupang,undefined undefined undefined undefined undefined,💯✨👌pokoknya mantap deh,13 November 2019 13 November 2019
Iwan Firmansyah,undefined undefined undefined undefined undefined,Fasilitasnya oke,13 November 2019 13 November 2019
Isna SN,undefined undefined undefined undefined undefined,"Enak banget pake app airy, banyak banget promo nya",13 November 2019 13 November 2019
Herlina,undefined undefined undefined,"Saya booking di airy ECO pasar Minggu jl.gurame tgl 12 nov 2019 ttp sy cek in jam 9 pagi jd masih bejalan bookingan saya ...ttpi pas melihat kamar saya berantakan habis dipakai orang lain,karna itu saya dipindahkan ke kamar lain yg rapi ttp keadaan kamar tersebut jendela tidak bisa dikunci dan pintu...Ulasan LengkapSaya booking di airy ECO pasar Minggu jl.gurame tgl 12 nov 2019 ttp sy cek in jam 9 pagi jd masih bejalan bookingan saya ...ttpi pas melihat kamar saya berantakan habis dipakai orang lain,karna itu saya dipindahkan ke kamar lain yg rapi ttp keadaan kamar tersebut jendela tidak bisa dikunci dan pintu kamar mandi tidak ada gagangan pintunya ,toilet jongkoknya tidak bersih saya sangat kecewa.saya sudah komplain ke pihak airy ga ada menindak lanjut karyawan yg memberi iijn org lain memakai kamar sy",13 November 2019 13 November 2019
salis farida,undefined undefined undefined undefined undefined,Harga murah,13 November 2019 13 November 2019
HAJJAH TERE MARYAM,undefined undefined undefined undefined undefined,Airy its the best,13 November 2019 13 November 2019
Erik Suprianto,undefined undefined undefined undefined undefined,💯,13 November 2019 13 November 2019
Fathir Assyarif09,undefined undefined undefined undefined undefined,Siip,13 November 2019 13 November 2019
Hayate Darman,undefined undefined undefined undefined undefined,Trima kasih,13 November 2019 13 November 2019
Luluk Jamelaa,undefined undefined undefined undefined undefined,cepat,13 November 2019 13 November 2019
Reci Adhya Fiscarina,undefined undefined undefined undefined undefined,Bagus sekali,13 November 2019 13 November 2019
Arrum Raharjo,undefined undefined undefined undefined undefined,Mantap,13 November 2019 13 November 2019
Muhamad Salafudin,undefined undefined undefined undefined undefined,Ok,13 November 2019 13 November 2019
Rismansyah 12,undefined undefined undefined undefined undefined,Saya belum mencoba.airy,13 November 2019 13 November 2019
Muhamad Amin,undefined undefined undefined undefined undefined,Ok,13 November 2019 13 November 2019
mr. xxx,undefined undefined undefined undefined undefined,good experience hope can be next unicorn of private company from Indonesia,12 November 2019 12 November 2019
Rahma Wati,undefined undefined undefined undefined undefined,Puas nginap di Airy..,12 November 2019 12 November 2019
Doddy J. Sadrach,undefined undefined undefined undefined undefined,Mantaplah pokoke..,12 November 2019 12 November 2019
Hasoloan Silaban,undefined undefined undefined undefined undefined,Menarik dan senang,12 November 2019 12 November 2019
Rine Inkiriwang,undefined undefined undefined undefined undefined,Mantap dan membantu skalii,12 November 2019 12 November 2019
bayu sulistyo,undefined undefined undefined undefined undefined,Sangat membantu untuk pemesanan hotel budget terjangkau,12 November 2019 12 November 2019
Nurlela Baco,undefined undefined undefined undefined undefined,Pelayanan memuaskan,12 November 2019 12 November 2019
Nurul Jannah Mulyana,undefined undefined undefined undefined undefined,"mantap. perjalanan lebih nyaman, aman dan menyenangkan",12 November 2019 12 November 2019
Beyes Bayu,undefined undefined undefined undefined undefined,Tukang parkir,12 November 2019 12 November 2019
miftahudin Abdul wahid,undefined undefined undefined undefined undefined,Good,12 November 2019 12 November 2019
juwari k,undefined undefined undefined undefined undefined,Dapat membantu mencari hotel dgn mudah Dan murah..,12 November 2019 12 November 2019
raga hakiki,undefined undefined undefined undefined undefined,pengalaman pertama menggunakan airyroom.. akurat dan memuaskan.. dan pastinya lebih harga hotel lebih murah dr booking langsung di tempat.. semoga kepuasan ini dipertahankan yaa..,12 November 2019 12 November 2019
مرضية الثابتة,undefined undefined undefined undefined undefined,termurah,12 November 2019 12 November 2019
Zainal Arifin,undefined undefined undefined undefined undefined,Mantap,12 November 2019 12 November 2019
Adi Rizki,undefined undefined undefined,Tiga dulu ya,12 November 2019 12 November 2019
Yu nita,undefined undefined undefined undefined undefined,Keren,12 November 2019 12 November 2019
Asep Setiawandi,undefined undefined undefined undefined,"Rapi,bersih,cuma masih ada beberapa yg terkesan tdk terpelihara",12 November 2019 12 November 2019
Khaidir Gojek,undefined undefined undefined undefined undefined,Untuk sementara ini baik,12 November 2019 12 November 2019
candra ramadhan,undefined undefined undefined undefined undefined,Airy Membantu sekali kalo lagi ada lemburan dikantor dan harus plg malam..,12 November 2019 12 November 2019
DEERMANS CHANEL,undefined undefined undefined undefined,Pd isian optional sehrsnya ada contoh utk memudahkan pengguna.,12 November 2019 12 November 2019
septia ayuningsih,undefined undefined undefined undefined undefined,Nice place,12 November 2019 12 November 2019
Eli Fitriani,undefined,〒_〒π_π‘︿’●︿●●︿●≥﹏≤≥﹏≤〒_〒╯﹏╰π_ππ_ππ_π(╥﹏╥)( TДT)(｡-_-｡)(︶︹︺)(∩︵∩)흫_흫(๑و•̀ω•́)و(๑و•̀ω•́)(╥╯﹏╰╥)ง(๑-﹏-๑)╭∩╮(-_-)╭∩╮(ﾉ*>∀<)ﾉ♡▄︻̷̿┻̿═━一(╯°□°）╯︵ ┻━┻（╯°□°）╯︵(\ .o.)\◌⑅⃝●♡⋆Σ>―(〃°ω°〃)♪☆＼(^０^＼) ♪(／^-^)／☆♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／＼(*＾▽＾*)／♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／...Ulasan Lengkap〒_〒π_π‘︿’●︿●●︿●≥﹏≤≥﹏≤〒_〒╯﹏╰π_ππ_ππ_π(╥﹏╥)( TДT)(｡-_-｡)(︶︹︺)(∩︵∩)흫_흫(๑و•̀ω•́)و(๑و•̀ω•́)(╥╯﹏╰╥)ง(๑-﹏-๑)╭∩╮(-_-)╭∩╮(ﾉ*>∀<)ﾉ♡▄︻̷̿┻̿═━一(╯°□°）╯︵ ┻━┻（╯°□°）╯︵(\ .o.)\◌⑅⃝●♡⋆Σ>―(〃°ω°〃)♪☆＼(^０^＼) ♪(／^-^)／☆♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／＼(*＾▽＾*)／♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛♪＼(*＾▽＾*)／＼(*＾▽＾*)／♪＼(*＾▽＾*)／＼(*＾▽＾*)／♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛:-(;-),12 November 2019 12 November 2019
andra amylia,undefined undefined undefined undefined undefined,Mudah bertransaksi tapi saran saya di perlihat kan dong sisa seat nya .trmksh,12 November 2019 12 November 2019
faizah shodiqoh,undefined undefined undefined undefined undefined,Aplikasinya cukup membantu saya klo mau pesan tiket pesawat dan harganya lebih murah,12-Nov-19
Aris Sutansyah,undefined undefined undefined undefined undefined,good,12 November 2019 12 November 2019
Agung Setyabudi,undefined undefined undefined undefined undefined,good,11 November 2019 11 November 2019
Ali Khumaidi,undefined undefined undefined undefined undefined,Airy is the best travelling,11 November 2019 11 November 2019
fikri abdul basith,undefined undefined undefined undefined undefined,Bagus,11 November 2019 11 November 2019
Heru Heru,undefined undefined undefined undefined undefined,Keren,11 November 2019 11 November 2019
Kurniatun Solikhah,undefined undefined undefined undefined undefined,Good,11 November 2019 11 November 2019
Adhezhu82 channel,undefined undefined undefined undefined,Lumayan nyaman lah,11 November 2019 11 November 2019
Al Ilm,undefined undefined undefined undefined undefined,Sering tidak bayar refund,11 November 2019 11 November 2019
sumito namaku,undefined undefined undefined undefined undefined,Promonya ok banget,11 November 2019 11 November 2019
Chocolate Brownies,undefined undefined undefined undefined undefined,Mantaaaaab,11 November 2019 11 November 2019
Ferdian Syah,undefined undefined undefined undefined undefined,Oke dah..,11 November 2019 11 November 2019
Nasrullah Nasrullah,undefined undefined undefined undefined undefined,Mantab,11 November 2019 11 November 2019
Muhammad Ishak,undefined undefined undefined undefined undefined,Pake airy sngt membantu ..terima kasih airy,11 November 2019 11 November 2019
Ester Willian,undefined undefined undefined undefined undefined,Murah,11 November 2019 11 November 2019
Iwan Ishak Ibrahim,undefined undefined undefined undefined undefined,Sangat membantu saya ketika saya perlu tiket atau hotel ....,11 November 2019 11 November 2019
Akmalmaulanaashari Ashari,undefined undefined undefined undefined undefined,Memuaskan,11 November 2019 11 November 2019
stevanus budi,undefined undefined undefined undefined undefined,Airy Tempat Beli Tiket Pesawat dan Hotel yg TerMurah,11 November 2019 11 November 2019
soraya tenriuleng,undefined undefined undefined undefined undefined,Pelayanan penginapan airy memuaskan,11 November 2019 11 November 2019
Marvel simorangkir,undefined undefined undefined undefined undefined,"Mudah.. Dan gak bikin repot, gak ada biaya embel2 gak jelas, dan pastinya banyak diskonnya",11 November 2019 11 November 2019
MARLISA YANARISTA,undefined undefined undefined undefined undefined,Sejauh ini memuaskan,11 November 2019 11 November 2019
Agus Heriyanto,undefined undefined undefined undefined undefined,Muantttaaappp... Ane dapet kupon diskon 15 persen... Transaksi gak ribet.. Langsung kelar pembayaran.. Notif booking langsung masuk ke email.. 👍,11 November 2019 11 November 2019
Tenseigan LOD,undefined,"tadi gua chekout nih di airy LATUMENTEN 3 pas selesai chekout eh si resepsionis manggil gua kirain ada apaan, dan ternyata gua disuruh NUTUP PINTU nya 🤣🤣🤣 PARAH!!! keliatan BUKAN orang yg pnya ETIKA sma customer",11 November 2019 11 November 2019
Yusmin Kamaruddin,undefined,"Mengecewakan.....roomnya ok....tpi sistem aplikasi kaku, sy udah stay 1 hari, ehh esoknya tiba2 disuruh check out, katanya kamarnya udah ada yang booking, harusnya khan di infokan dulu sementara yang masih sewa mau lanjut atau check out, ini macam kyk usir orang tiba2 tau, itupun saya yang secara ke...Ulasan LengkapMengecewakan.....roomnya ok....tpi sistem aplikasi kaku, sy udah stay 1 hari, ehh esoknya tiba2 disuruh check out, katanya kamarnya udah ada yang booking, harusnya khan di infokan dulu sementara yang masih sewa mau lanjut atau check out, ini macam kyk usir orang tiba2 tau, itupun saya yang secara kebetulan keluar kamar baru tau ...",11 November 2019 11 November 2019
Alfrie Asyrifan,undefined undefined undefined undefined undefined,Ok,11 November 2019 11 November 2019
dee_ prasety,undefined undefined undefined undefined undefined,"Sangat membantu, harga nya murah. Simpel juga gak ribet.",11 November 2019 11 November 2019
angie wyndi,undefined undefined undefined undefined undefined,Sip murah oke bgt ank sy suka free snack ny,11 November 2019 11 November 2019
Karni Hamdana,undefined,"Pembelian tiket udah dari bulan lalu,bru d ksh tau kalau gk ad penerbangan,udh refund ni kpn uang saya d kembalikan,kecewa banget",11 November 2019 11 November 2019
